town,date,variable,value,townVariable
תל אביב-יפו,2020-06-07,casesMA7,3.2857142857142856,תל אביב-יפו casesMA7
ישראל,2020-06-08,casesMA7,650.1428571428571,ישראל casesMA7
נתניה,2020-06-08,casesMA7,0.2857142857142857,נתניה casesMA7
פתח תקווה,2020-06-08,casesMA7,0.14285714285714285,פתח תקווה casesMA7
חיפה,2020-06-08,casesMA7,0,חיפה casesMA7
ירושלים,2020-06-08,casesMA7,2.2857142857142856,ירושלים casesMA7
טבריה,2020-06-08,casesMA7,0,טבריה casesMA7
צפת,2020-06-08,casesMA7,0,צפת casesMA7
עפולה,2020-06-08,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-08,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-08,casesMA7,1.2857142857142858,באר שבע casesMA7
תל אביב-יפו,2020-06-08,casesMA7,3,תל אביב-יפו casesMA7
ישראל,2020-06-09,casesMA7,632,ישראל casesMA7
נתניה,2020-06-09,casesMA7,0.14285714285714285,נתניה casesMA7
פתח תקווה,2020-06-09,casesMA7,0.14285714285714285,פתח תקווה casesMA7
חיפה,2020-06-09,casesMA7,0,חיפה casesMA7
ירושלים,2020-06-09,casesMA7,2,ירושלים casesMA7
טבריה,2020-06-09,casesMA7,0,טבריה casesMA7
צפת,2020-06-09,casesMA7,0,צפת casesMA7
עפולה,2020-06-09,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-09,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-09,casesMA7,1.2857142857142858,באר שבע casesMA7
תל אביב-יפו,2020-06-09,casesMA7,3.4285714285714284,תל אביב-יפו casesMA7
ישראל,2020-06-10,casesMA7,658.5714285714286,ישראל casesMA7
נתניה,2020-06-10,casesMA7,0.14285714285714285,נתניה casesMA7
פתח תקווה,2020-06-10,casesMA7,0.14285714285714285,פתח תקווה casesMA7
חיפה,2020-06-10,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-10,casesMA7,2.4285714285714284,ירושלים casesMA7
טבריה,2020-06-10,casesMA7,0.14285714285714285,טבריה casesMA7
צפת,2020-06-10,casesMA7,0.42857142857142855,צפת casesMA7
עפולה,2020-06-10,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-10,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-10,casesMA7,1,באר שבע casesMA7
תל אביב-יפו,2020-06-10,casesMA7,3.2857142857142856,תל אביב-יפו casesMA7
ישראל,2020-06-11,casesMA7,693,ישראל casesMA7
נתניה,2020-06-11,casesMA7,0.2857142857142857,נתניה casesMA7
פתח תקווה,2020-06-11,casesMA7,0.2857142857142857,פתח תקווה casesMA7
חיפה,2020-06-11,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-11,casesMA7,2.4285714285714284,ירושלים casesMA7
טבריה,2020-06-11,casesMA7,0.14285714285714285,טבריה casesMA7
צפת,2020-06-11,casesMA7,0.5714285714285714,צפת casesMA7
עפולה,2020-06-11,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-11,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-11,casesMA7,0.7142857142857143,באר שבע casesMA7
תל אביב-יפו,2020-06-11,casesMA7,3.2857142857142856,תל אביב-יפו casesMA7
ישראל,2020-06-12,casesMA7,675.8571428571429,ישראל casesMA7
נתניה,2020-06-12,casesMA7,0.42857142857142855,נתניה casesMA7
פתח תקווה,2020-06-12,casesMA7,0.2857142857142857,פתח תקווה casesMA7
חיפה,2020-06-12,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-12,casesMA7,3.142857142857143,ירושלים casesMA7
טבריה,2020-06-12,casesMA7,0.14285714285714285,טבריה casesMA7
צפת,2020-06-12,casesMA7,0.5714285714285714,צפת casesMA7
עפולה,2020-06-12,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-12,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-12,casesMA7,0.7142857142857143,באר שבע casesMA7
תל אביב-יפו,2020-06-12,casesMA7,3.142857142857143,תל אביב-יפו casesMA7
ישראל,2020-06-13,casesMA7,663.1428571428571,ישראל casesMA7
נתניה,2020-06-13,casesMA7,0.42857142857142855,נתניה casesMA7
פתח תקווה,2020-06-13,casesMA7,0.42857142857142855,פתח תקווה casesMA7
חיפה,2020-06-13,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-13,casesMA7,4,ירושלים casesMA7
טבריה,2020-06-13,casesMA7,0.14285714285714285,טבריה casesMA7
צפת,2020-06-13,casesMA7,0.5714285714285714,צפת casesMA7
עפולה,2020-06-13,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-13,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-13,casesMA7,0.5714285714285714,באר שבע casesMA7
תל אביב-יפו,2020-06-13,casesMA7,3,תל אביב-יפו casesMA7
ישראל,2020-06-14,casesMA7,618.8571428571429,ישראל casesMA7
נתניה,2020-06-14,casesMA7,0.42857142857142855,נתניה casesMA7
פתח תקווה,2020-06-14,casesMA7,0.2857142857142857,פתח תקווה casesMA7
חיפה,2020-06-14,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-14,casesMA7,5.285714285714286,ירושלים casesMA7
טבריה,2020-06-14,casesMA7,0.14285714285714285,טבריה casesMA7
צפת,2020-06-14,casesMA7,0.5714285714285714,צפת casesMA7
עפולה,2020-06-14,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-14,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-14,casesMA7,0.5714285714285714,באר שבע casesMA7
תל אביב-יפו,2020-06-14,casesMA7,3.142857142857143,תל אביב-יפו casesMA7
ישראל,2020-06-15,casesMA7,617.4285714285714,ישראל casesMA7
נתניה,2020-06-15,casesMA7,0.42857142857142855,נתניה casesMA7
פתח תקווה,2020-06-15,casesMA7,0.42857142857142855,פתח תקווה casesMA7
חיפה,2020-06-15,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-15,casesMA7,5.285714285714286,ירושלים casesMA7
טבריה,2020-06-15,casesMA7,0.2857142857142857,טבריה casesMA7
צפת,2020-06-15,casesMA7,0.5714285714285714,צפת casesMA7
עפולה,2020-06-15,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-15,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-15,casesMA7,0.7142857142857143,באר שבע casesMA7
תל אביב-יפו,2020-06-15,casesMA7,3,תל אביב-יפו casesMA7
ישראל,2020-06-16,casesMA7,581,ישראל casesMA7
נתניה,2020-06-16,casesMA7,0.42857142857142855,נתניה casesMA7
פתח תקווה,2020-06-16,casesMA7,0.42857142857142855,פתח תקווה casesMA7
חיפה,2020-06-16,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-16,casesMA7,6,ירושלים casesMA7
טבריה,2020-06-16,casesMA7,0.42857142857142855,טבריה casesMA7
צפת,2020-06-16,casesMA7,0.5714285714285714,צפת casesMA7
עפולה,2020-06-16,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-16,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-16,casesMA7,0.7142857142857143,באר שבע casesMA7
תל אביב-יפו,2020-06-16,casesMA7,2.857142857142857,תל אביב-יפו casesMA7
ישראל,2020-06-17,casesMA7,516.5714285714286,ישראל casesMA7
נתניה,2020-06-17,casesMA7,0.5714285714285714,נתניה casesMA7
פתח תקווה,2020-06-17,casesMA7,0.7142857142857143,פתח תקווה casesMA7
חיפה,2020-06-17,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-17,casesMA7,8.571428571428571,ירושלים casesMA7
טבריה,2020-06-17,casesMA7,0.42857142857142855,טבריה casesMA7
צפת,2020-06-17,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-06-17,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-17,casesMA7,0,אשקלון casesMA7
באר שבע,2020-06-17,casesMA7,1,באר שבע casesMA7
תל אביב-יפו,2020-06-17,casesMA7,3.142857142857143,תל אביב-יפו casesMA7
ישראל,2020-06-18,casesMA7,453,ישראל casesMA7
נתניה,2020-06-18,casesMA7,0.42857142857142855,נתניה casesMA7
פתח תקווה,2020-06-18,casesMA7,0.5714285714285714,פתח תקווה casesMA7
חיפה,2020-06-18,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-18,casesMA7,10.714285714285714,ירושלים casesMA7
טבריה,2020-06-18,casesMA7,0.42857142857142855,טבריה casesMA7
צפת,2020-06-18,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-06-18,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-18,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-06-18,casesMA7,1.1428571428571428,באר שבע casesMA7
תל אביב-יפו,2020-06-18,casesMA7,3.2857142857142856,תל אביב-יפו casesMA7
ישראל,2020-06-19,casesMA7,405.85714285714283,ישראל casesMA7
נתניה,2020-06-19,casesMA7,0.2857142857142857,נתניה casesMA7
פתח תקווה,2020-06-19,casesMA7,0.7142857142857143,פתח תקווה casesMA7
חיפה,2020-06-19,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-19,casesMA7,14,ירושלים casesMA7
טבריה,2020-06-19,casesMA7,0.42857142857142855,טבריה casesMA7
צפת,2020-06-19,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-06-19,casesMA7,0.5714285714285714,עפולה casesMA7
אשקלון,2020-06-19,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-06-19,casesMA7,1.5714285714285714,באר שבע casesMA7
תל אביב-יפו,2020-06-19,casesMA7,4.142857142857143,תל אביב-יפו casesMA7
ישראל,2020-06-20,casesMA7,377.57142857142856,ישראל casesMA7
נתניה,2020-06-20,casesMA7,0.14285714285714285,נתניה casesMA7
פתח תקווה,2020-06-20,casesMA7,0.7142857142857143,פתח תקווה casesMA7
חיפה,2020-06-20,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-20,casesMA7,14,ירושלים casesMA7
טבריה,2020-06-20,casesMA7,0.42857142857142855,טבריה casesMA7
צפת,2020-06-20,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-06-20,casesMA7,0.5714285714285714,עפולה casesMA7
אשקלון,2020-06-20,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-06-20,casesMA7,1.4285714285714286,באר שבע casesMA7
תל אביב-יפו,2020-06-20,casesMA7,3.857142857142857,תל אביב-יפו casesMA7
ישראל,2020-06-21,casesMA7,367.57142857142856,ישראל casesMA7
נתניה,2020-06-21,casesMA7,0.14285714285714285,נתניה casesMA7
פתח תקווה,2020-06-21,casesMA7,0.7142857142857143,פתח תקווה casesMA7
חיפה,2020-06-21,casesMA7,0.42857142857142855,חיפה casesMA7
ירושלים,2020-06-21,casesMA7,13,ירושלים casesMA7
טבריה,2020-06-21,casesMA7,0.7142857142857143,טבריה casesMA7
צפת,2020-06-21,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-06-21,casesMA7,0.7142857142857143,עפולה casesMA7
אשקלון,2020-06-21,casesMA7,0.2857142857142857,אשקלון casesMA7
באר שבע,2020-06-21,casesMA7,1.2857142857142858,באר שבע casesMA7
תל אביב-יפו,2020-06-21,casesMA7,4.285714285714286,תל אביב-יפו casesMA7
ישראל,2020-06-22,casesMA7,313.14285714285717,ישראל casesMA7
נתניה,2020-06-22,casesMA7,0.2857142857142857,נתניה casesMA7
פתח תקווה,2020-06-22,casesMA7,0.5714285714285714,פתח תקווה casesMA7
רמלה,2020-06-22,casesMA7,1,רמלה casesMA7
רחובות,2020-06-22,casesMA7,1,רחובות casesMA7
חיפה,2020-06-22,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-22,casesMA7,14.142857142857142,ירושלים casesMA7
טבריה,2020-06-22,casesMA7,0.7142857142857143,טבריה casesMA7
צפת,2020-06-22,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-06-22,casesMA7,0.7142857142857143,עפולה casesMA7
אשקלון,2020-06-22,casesMA7,0.5714285714285714,אשקלון casesMA7
באר שבע,2020-06-22,casesMA7,1.7142857142857142,באר שבע casesMA7
תל אביב-יפו,2020-06-22,casesMA7,4.428571428571429,תל אביב-יפו casesMA7
ישראל,2020-06-23,casesMA7,304.85714285714283,ישראל casesMA7
נתניה,2020-06-23,casesMA7,0.7142857142857143,נתניה casesMA7
פתח תקווה,2020-06-23,casesMA7,0.5714285714285714,פתח תקווה casesMA7
רמלה,2020-06-23,casesMA7,1,רמלה casesMA7
רחובות,2020-06-23,casesMA7,1,רחובות casesMA7
חיפה,2020-06-23,casesMA7,0.42857142857142855,חיפה casesMA7
ירושלים,2020-06-23,casesMA7,15.857142857142858,ירושלים casesMA7
טבריה,2020-06-23,casesMA7,1.2857142857142858,טבריה casesMA7
צפת,2020-06-23,casesMA7,0.2857142857142857,צפת casesMA7
עפולה,2020-06-23,casesMA7,0.7142857142857143,עפולה casesMA7
אשקלון,2020-06-23,casesMA7,0.5714285714285714,אשקלון casesMA7
באר שבע,2020-06-23,casesMA7,2,באר שבע casesMA7
תל אביב-יפו,2020-06-23,casesMA7,4.714285714285714,תל אביב-יפו casesMA7
ישראל,2020-06-24,casesMA7,299.2857142857143,ישראל casesMA7
נתניה,2020-06-24,casesMA7,0.5714285714285714,נתניה casesMA7
פתח תקווה,2020-06-24,casesMA7,0.2857142857142857,פתח תקווה casesMA7
רמלה,2020-06-24,casesMA7,0.6666666666666666,רמלה casesMA7
רחובות,2020-06-24,casesMA7,2.6666666666666665,רחובות casesMA7
חיפה,2020-06-24,casesMA7,0.42857142857142855,חיפה casesMA7
ירושלים,2020-06-24,casesMA7,17.428571428571427,ירושלים casesMA7
טבריה,2020-06-24,casesMA7,1.2857142857142858,טבריה casesMA7
צפת,2020-06-24,casesMA7,0.42857142857142855,צפת casesMA7
עפולה,2020-06-24,casesMA7,0.7142857142857143,עפולה casesMA7
אשקלון,2020-06-24,casesMA7,0.5714285714285714,אשקלון casesMA7
באר שבע,2020-06-24,casesMA7,1.7142857142857142,באר שבע casesMA7
תל אביב-יפו,2020-06-24,casesMA7,5.428571428571429,תל אביב-יפו casesMA7
ישראל,2020-06-25,casesMA7,290.85714285714283,ישראל casesMA7
נתניה,2020-06-25,casesMA7,1.1428571428571428,נתניה casesMA7
פתח תקווה,2020-06-25,casesMA7,0.42857142857142855,פתח תקווה casesMA7
רמלה,2020-06-25,casesMA7,0.75,רמלה casesMA7
רחובות,2020-06-25,casesMA7,3.25,רחובות casesMA7
חדרה,2020-06-25,casesMA7,0,חדרה casesMA7
חיפה,2020-06-25,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-25,casesMA7,22.142857142857142,ירושלים casesMA7
טבריה,2020-06-25,casesMA7,1.4285714285714286,טבריה casesMA7
צפת,2020-06-25,casesMA7,0.2857142857142857,צפת casesMA7
עפולה,2020-06-25,casesMA7,0.7142857142857143,עפולה casesMA7
אשקלון,2020-06-25,casesMA7,0.42857142857142855,אשקלון casesMA7
באר שבע,2020-06-25,casesMA7,1.8571428571428572,באר שבע casesMA7
תל אביב-יפו,2020-06-25,casesMA7,6.285714285714286,תל אביב-יפו casesMA7
ישראל,2020-06-26,casesMA7,303,ישראל casesMA7
נתניה,2020-06-26,casesMA7,1.4285714285714286,נתניה casesMA7
פתח תקווה,2020-06-26,casesMA7,0.5714285714285714,פתח תקווה casesMA7
רמלה,2020-06-26,casesMA7,1.6,רמלה casesMA7
רחובות,2020-06-26,casesMA7,3.8,רחובות casesMA7
חדרה,2020-06-26,casesMA7,0.5,חדרה casesMA7
חיפה,2020-06-26,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-26,casesMA7,24.285714285714285,ירושלים casesMA7
טבריה,2020-06-26,casesMA7,1.7142857142857142,טבריה casesMA7
צפת,2020-06-26,casesMA7,0.2857142857142857,צפת casesMA7
עפולה,2020-06-26,casesMA7,0.14285714285714285,עפולה casesMA7
אשקלון,2020-06-26,casesMA7,0.5714285714285714,אשקלון casesMA7
באר שבע,2020-06-26,casesMA7,1.8571428571428572,באר שבע casesMA7
תל אביב-יפו,2020-06-26,casesMA7,7.428571428571429,תל אביב-יפו casesMA7
ישראל,2020-06-27,casesMA7,263.85714285714283,ישראל casesMA7
נתניה,2020-06-27,casesMA7,1.5714285714285714,נתניה casesMA7
פתח תקווה,2020-06-27,casesMA7,0.7142857142857143,פתח תקווה casesMA7
רמלה,2020-06-27,casesMA7,1.5,רמלה casesMA7
רחובות,2020-06-27,casesMA7,3.1666666666666665,רחובות casesMA7
חדרה,2020-06-27,casesMA7,0.6666666666666666,חדרה casesMA7
חיפה,2020-06-27,casesMA7,0.2857142857142857,חיפה casesMA7
ירושלים,2020-06-27,casesMA7,28,ירושלים casesMA7
טבריה,2020-06-27,casesMA7,2,טבריה casesMA7
צפת,2020-06-27,casesMA7,0.42857142857142855,צפת casesMA7
עפולה,2020-06-27,casesMA7,0.14285714285714285,עפולה casesMA7
אשקלון,2020-06-27,casesMA7,0.5714285714285714,אשקלון casesMA7
באר שבע,2020-06-27,casesMA7,2.2857142857142856,באר שבע casesMA7
תל אביב-יפו,2020-06-27,casesMA7,8.428571428571429,תל אביב-יפו casesMA7
ישראל,2020-06-28,casesMA7,267.57142857142856,ישראל casesMA7
נתניה,2020-06-28,casesMA7,2.142857142857143,נתניה casesMA7
פתח תקווה,2020-06-28,casesMA7,0.7142857142857143,פתח תקווה casesMA7
רמלה,2020-06-28,casesMA7,1.7142857142857142,רמלה casesMA7
רחובות,2020-06-28,casesMA7,2.857142857142857,רחובות casesMA7
חדרה,2020-06-28,casesMA7,1,חדרה casesMA7
חיפה,2020-06-28,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-28,casesMA7,33.857142857142854,ירושלים casesMA7
טבריה,2020-06-28,casesMA7,1.8571428571428572,טבריה casesMA7
צפת,2020-06-28,casesMA7,0.42857142857142855,צפת casesMA7
עפולה,2020-06-28,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-28,casesMA7,0.42857142857142855,אשקלון casesMA7
באר שבע,2020-06-28,casesMA7,2.2857142857142856,באר שבע casesMA7
תל אביב-יפו,2020-06-28,casesMA7,8.142857142857142,תל אביב-יפו casesMA7
ישראל,2020-06-29,casesMA7,293.7142857142857,ישראל casesMA7
נתניה,2020-06-29,casesMA7,2,נתניה casesMA7
פתח תקווה,2020-06-29,casesMA7,0.7142857142857143,פתח תקווה casesMA7
רמלה,2020-06-29,casesMA7,1.7142857142857142,רמלה casesMA7
רחובות,2020-06-29,casesMA7,3,רחובות casesMA7
חדרה,2020-06-29,casesMA7,1,חדרה casesMA7
חיפה,2020-06-29,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-29,casesMA7,34.857142857142854,ירושלים casesMA7
טבריה,2020-06-29,casesMA7,2.142857142857143,טבריה casesMA7
צפת,2020-06-29,casesMA7,0.42857142857142855,צפת casesMA7
עפולה,2020-06-29,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-29,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-06-29,casesMA7,2.2857142857142856,באר שבע casesMA7
תל אביב-יפו,2020-06-29,casesMA7,9.142857142857142,תל אביב-יפו casesMA7
ישראל,2020-06-30,casesMA7,283.42857142857144,ישראל casesMA7
נתניה,2020-06-30,casesMA7,1.5714285714285714,נתניה casesMA7
פתח תקווה,2020-06-30,casesMA7,0.8571428571428571,פתח תקווה casesMA7
רמלה,2020-06-30,casesMA7,1.8571428571428572,רמלה casesMA7
רחובות,2020-06-30,casesMA7,3.2857142857142856,רחובות casesMA7
חדרה,2020-06-30,casesMA7,0.8333333333333334,חדרה casesMA7
חיפה,2020-06-30,casesMA7,0.14285714285714285,חיפה casesMA7
ירושלים,2020-06-30,casesMA7,40.714285714285715,ירושלים casesMA7
טבריה,2020-06-30,casesMA7,1.4285714285714286,טבריה casesMA7
צפת,2020-06-30,casesMA7,0.2857142857142857,צפת casesMA7
עפולה,2020-06-30,casesMA7,0,עפולה casesMA7
אשקלון,2020-06-30,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-06-30,casesMA7,2,באר שבע casesMA7
תל אביב-יפו,2020-06-30,casesMA7,10.428571428571429,תל אביב-יפו casesMA7
ישראל,2020-07-01,casesMA7,306.57142857142856,ישראל casesMA7
נתניה,2020-07-01,casesMA7,1.7142857142857142,נתניה casesMA7
פתח תקווה,2020-07-01,casesMA7,0.8571428571428571,פתח תקווה casesMA7
רמלה,2020-07-01,casesMA7,2.142857142857143,רמלה casesMA7
רחובות,2020-07-01,casesMA7,2.4285714285714284,רחובות casesMA7
חדרה,2020-07-01,casesMA7,0.7142857142857143,חדרה casesMA7
חיפה,2020-07-01,casesMA7,0.5714285714285714,חיפה casesMA7
ירושלים,2020-07-01,casesMA7,44,ירושלים casesMA7
עכו,2020-07-01,casesMA7,0,עכו casesMA7
טבריה,2020-07-01,casesMA7,1.4285714285714286,טבריה casesMA7
צפת,2020-07-01,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-07-01,casesMA7,0,עפולה casesMA7
אשקלון,2020-07-01,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-07-01,casesMA7,2.2857142857142856,באר שבע casesMA7
תל אביב-יפו,2020-07-01,casesMA7,10.285714285714286,תל אביב-יפו casesMA7
ישראל,2020-07-02,casesMA7,296.7142857142857,ישראל casesMA7
נתניה,2020-07-02,casesMA7,1.4285714285714286,נתניה casesMA7
פתח תקווה,2020-07-02,casesMA7,1.5714285714285714,פתח תקווה casesMA7
רמלה,2020-07-02,casesMA7,2.4285714285714284,רמלה casesMA7
רחובות,2020-07-02,casesMA7,2.2857142857142856,רחובות casesMA7
חדרה,2020-07-02,casesMA7,0.7142857142857143,חדרה casesMA7
חיפה,2020-07-02,casesMA7,1,חיפה casesMA7
ירושלים,2020-07-02,casesMA7,43.857142857142854,ירושלים casesMA7
עכו,2020-07-02,casesMA7,0,עכו casesMA7
טבריה,2020-07-02,casesMA7,2,טבריה casesMA7
צפת,2020-07-02,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-07-02,casesMA7,0,עפולה casesMA7
אשקלון,2020-07-02,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-07-02,casesMA7,2.142857142857143,באר שבע casesMA7
תל אביב-יפו,2020-07-02,casesMA7,9.857142857142858,תל אביב-יפו casesMA7
ישראל,2020-07-03,casesMA7,259.57142857142856,ישראל casesMA7
נתניה,2020-07-03,casesMA7,1.2857142857142858,נתניה casesMA7
פתח תקווה,2020-07-03,casesMA7,2.2857142857142856,פתח תקווה casesMA7
רמלה,2020-07-03,casesMA7,2.2857142857142856,רמלה casesMA7
רחובות,2020-07-03,casesMA7,1.7142857142857142,רחובות casesMA7
חדרה,2020-07-03,casesMA7,0.5714285714285714,חדרה casesMA7
חיפה,2020-07-03,casesMA7,1.1428571428571428,חיפה casesMA7
ירושלים,2020-07-03,casesMA7,45.42857142857143,ירושלים casesMA7
עכו,2020-07-03,casesMA7,0,עכו casesMA7
טבריה,2020-07-03,casesMA7,2,טבריה casesMA7
צפת,2020-07-03,casesMA7,0.2857142857142857,צפת casesMA7
עפולה,2020-07-03,casesMA7,0.14285714285714285,עפולה casesMA7
אשקלון,2020-07-03,casesMA7,0.14285714285714285,אשקלון casesMA7
באר שבע,2020-07-03,casesMA7,2.142857142857143,באר שבע casesMA7
תל אביב-יפו,2020-07-03,casesMA7,11.714285714285714,תל אביב-יפו casesMA7
ישראל,2020-07-04,casesMA7,269.42857142857144,ישראל casesMA7
נתניה,2020-07-04,casesMA7,1.8571428571428572,נתניה casesMA7
פתח תקווה,2020-07-04,casesMA7,2.2857142857142856,פתח תקווה casesMA7
רמלה,2020-07-04,casesMA7,3.142857142857143,רמלה casesMA7
רחובות,2020-07-04,casesMA7,1.8571428571428572,רחובות casesMA7
חדרה,2020-07-04,casesMA7,0.7142857142857143,חדרה casesMA7
חיפה,2020-07-04,casesMA7,1.2857142857142858,חיפה casesMA7
ירושלים,2020-07-04,casesMA7,48.57142857142857,ירושלים casesMA7
עכו,2020-07-04,casesMA7,0.25,עכו casesMA7
טבריה,2020-07-04,casesMA7,2,טבריה casesMA7
צפת,2020-07-04,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-07-04,casesMA7,0.14285714285714285,עפולה casesMA7
אשקלון,2020-07-04,casesMA7,0.2857142857142857,אשקלון casesMA7
באר שבע,2020-07-04,casesMA7,2,באר שבע casesMA7
תל אביב-יפו,2020-07-04,casesMA7,11.571428571428571,תל אביב-יפו casesMA7
ישראל,2020-07-05,casesMA7,291.7142857142857,ישראל casesMA7
נתניה,2020-07-05,casesMA7,1.5714285714285714,נתניה casesMA7
פתח תקווה,2020-07-05,casesMA7,3.142857142857143,פתח תקווה casesMA7
רמלה,2020-07-05,casesMA7,3,רמלה casesMA7
רחובות,2020-07-05,casesMA7,1.7142857142857142,רחובות casesMA7
חדרה,2020-07-05,casesMA7,0.5714285714285714,חדרה casesMA7
חיפה,2020-07-05,casesMA7,1.4285714285714286,חיפה casesMA7
ירושלים,2020-07-05,casesMA7,50.142857142857146,ירושלים casesMA7
עכו,2020-07-05,casesMA7,0.2,עכו casesMA7
טבריה,2020-07-05,casesMA7,1.8571428571428572,טבריה casesMA7
צפת,2020-07-05,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-07-05,casesMA7,0.14285714285714285,עפולה casesMA7
אשקלון,2020-07-05,casesMA7,0.2857142857142857,אשקלון casesMA7
באר שבע,2020-07-05,casesMA7,2.2857142857142856,באר שבע casesMA7
תל אביב-יפו,2020-07-05,casesMA7,12.714285714285714,תל אביב-יפו casesMA7
ישראל,2020-07-06,casesMA7,254.14285714285714,ישראל casesMA7
נתניה,2020-07-06,casesMA7,2,נתניה casesMA7
פתח תקווה,2020-07-06,casesMA7,3.5714285714285716,פתח תקווה casesMA7
רמלה,2020-07-06,casesMA7,2.857142857142857,רמלה casesMA7
רחובות,2020-07-06,casesMA7,1.7142857142857142,רחובות casesMA7
חדרה,2020-07-06,casesMA7,0.5714285714285714,חדרה casesMA7
חיפה,2020-07-06,casesMA7,1.5714285714285714,חיפה casesMA7
ירושלים,2020-07-06,casesMA7,55,ירושלים casesMA7
עכו,2020-07-06,casesMA7,0.16666666666666666,עכו casesMA7
טבריה,2020-07-06,casesMA7,1.4285714285714286,טבריה casesMA7
צפת,2020-07-06,casesMA7,0.14285714285714285,צפת casesMA7
עפולה,2020-07-06,casesMA7,0.14285714285714285,עפולה casesMA7
אשקלון,2020-07-06,casesMA7,0.42857142857142855,אשקלון casesMA7
באר שבע,2020-07-06,casesMA7,2.142857142857143,באר שבע casesMA7
תל אביב-יפו,2020-07-06,casesMA7,12.714285714285714,תל אביב-יפו casesMA7
ישראל,2020-07-07,casesMA7,214.28571428571428,ישראל casesMA7
נתניה,2020-07-07,casesMA7,2.2857142857142856,נתניה casesMA7
פתח תקווה,2020-07-07,casesMA7,4.285714285714286,פתח תקווה casesMA7
רמלה,2020-07-07,casesMA7,3,רמלה casesMA7
רחובות,2020-07-07,casesMA7,1.2857142857142858,רחובות casesMA7
חדרה,2020-07-07,casesMA7,0.7142857142857143,חדרה casesMA7
חיפה,2020-07-07,casesMA7,1.5714285714285714,חיפה casesMA7
ירושלים,2020-07-07,casesMA7,57.57142857142857,ירושלים casesMA7
עכו,2020-07-07,casesMA7,0.14285714285714285,עכו casesMA7
טבריה,2020-07-07,casesMA7,1.4285714285714286,טבריה casesMA7
צפת,2020-07-07,casesMA7,0.14285714285714285,צפת casesMA7
